284	46.70	47.76	44.07	41.32	52.48	51.45	47.28	36.01
285	46.61	47.89	44.03	41.29	52.34	51.83	47.11	36.06
286	46.54	48.17	44.05	41.26	52.29	52.36	46.97	36.11
287	46.49	48.55	44.14	41.25	52.31	52.95	46.88	36.16
288	46.46	49.01	44.27	41.24	52.42	53.55	46.83	36.21
289	46.47	49.49	44.45	41.23	52.57	54.14	46.84	36.26
290	46.51	50.00	44.66	41.24	52.77	54.69	46.88	36.30
291	46.57	50.50	44.88	41.27	53.01	55.22	46.96	36.34
292	46.66	50.99	45.12	41.30	53.27	55.71	47.08	36.38
293	46.78	51.47	45.38	41.35	53.54	56.18	47.22	36.42
294	46.90	51.93	45.64	41.41	53.83	56.61	47.40	36.46
295	47.05	52.37	45.90	41.48	54.12	57.02	47.60	36.50
296	47.20	52.80	46.16	41.56	54.42	57.40	47.82	36.54
297	47.37	53.20	46.42	41.65	54.72	57.76	48.04	36.57
298	47.54	53.58	46.68	41.75	55.03	58.11	48.29	36.60
299	47.72	53.93	46.93	41.85	55.33	58.44	48.55	36.64
300	47.90	54.28	47.18	41.96	55.63	58.76	48.81	36.67
301	48.09	54.61	47.42	42.07	55.92	59.05	49.08	36.71
302	48.28	54.93	47.65	42.18	56.22	59.35	49.35	36.74
303	48.46	55.22	47.88	42.30	56.52	59.60	49.62	36.78
304	48.65	55.42	48.09	42.42	56.80	59.68	49.90	36.82
305	48.84	55.45	48.24	42.55	57.04	59.53	50.16	36.85
306	49.03	55.34	48.34	42.67	57.23	59.22	50.40	36.90
307	49.18	55.11	48.37	42.79	57.33	58.82	50.61	36.94
308	49.32	54.80	48.35	42.90	57.37	58.37	50.78	36.98
309	49.43	54.44	48.28	43.01	57.36	57.90	50.90	37.02
310	49.50	54.05	48.18	43.10	57.29	57.44	50.97	37.07
311	49.55	53.65	48.05	43.18	57.18	57.00	51.00	37.12
312	49.58	53.26	47.91	43.24	57.04	56.57	50.98	37.16
313	49.58	52.86	47.75	43.29	56.87	56.18	50.94	37.21
314	49.56	52.50	47.59	43.33	56.69	55.81	50.86	37.26
315	49.52	52.14	47.43	43.36	56.50	55.46	50.75	37.31
316	49.47	51.80	47.26	43.38	56.29	55.13	50.63	37.36
317	49.41	51.48	47.10	43.39	56.08	54.83	50.48	37.41
318	49.34	51.18	46.94	43.39	55.86	54.54	50.32	37.47
319	49.27	50.90	46.78	43.38	55.64	54.27	50.15	37.53
320	49.18	50.63	46.63	43.37	55.43	54.01	49.97	37.58
321	49.09	50.38	46.48	43.36	55.21	53.76	49.79	37.63
322	49.00	50.15	46.34	43.33	54.99	53.53	49.60	37.68
323	48.91	49.94	46.21	43.31	54.76	53.36	49.40	37.73
324	48.82	49.87	46.10	43.28	54.57	53.47	49.22	37.78
325	48.72	49.98	46.05	43.25	54.42	53.83	49.03	37.84
326	48.64	50.24	46.06	43.22	54.35	54.33	48.89	37.87
327	48.58	50.61	46.14	43.20	54.36	54.91	48.80	37.92
328	48.54	51.04	46.27	43.18	54.44	55.50	48.74	37.96
329	48.54	51.52	46.43	43.17	54.58	56.08	48.73	38.01
330	48.57	52.00	46.63	43.18	54.78	56.63	48.77	38.04
331	48.63	52.50	46.85	43.19	55.00	57.15	48.85	38.09
332	48.72	52.98	47.09	43.22	55.25	57.63	48.96	38.12
333	48.82	53.45	47.34	43.27	55.51	58.09	49.11	38.16
334	48.94	53.90	47.59	43.32	55.79	58.51	49.27	38.20
335	49.07	54.32	47.85	43.38	56.08	58.92	49.46	38.23
336	49.22	54.73	48.10	43.46	56.37	59.29	49.68	38.26
337	49.37	55.13	48.35	43.54	56.66	59.64	49.90	38.30
338	49.54	55.49	48.61	43.63	56.96	59.98	50.14	38.33
339	49.71	55.84	48.85	43.72	57.25	60.31	50.40	38.36
340	49.88	56.18	49.10	43.82	57.54	60.61	50.65	38.40
341	50.05	56.49	49.34	43.93	57.84	60.91	50.92	38.43
342	50.23	56.80	49.57	44.02	58.13	61.19	51.17	38.45
343	50.42	57.09	49.79	44.14	58.41	61.46	51.45	38.49
344	50.60	57.32	50.00	44.25	58.69	61.59	51.71	38.52
345	50.78	57.40	50.17	44.38	58.94	61.52	51.98	38.55
346	50.96	57.33	50.27	44.49	59.14	61.25	52.22	38.59
347	51.11	57.12	50.31	44.60	59.26	60.86	52.43	38.63
348	51.25	56.83	50.29	44.71	59.32	60.42	52.61	38.67
349	51.36	56.47	50.23	44.81	59.31	59.94	52.74	38.71
350	51.45	56.09	50.14	44.90	59.25	59.47	52.81	38.75
351	51.49	55.69	50.01	44.98	59.14	59.01	52.85	38.79
352	51.51	55.29	49.86	45.04	59.00	58.58	52.84	38.84
353	51.51	54.89	49.70	45.08	58.84	58.16	52.79	38.88
354	51.49	54.51	49.53	45.12	58.66	57.78	52.72	38.94
355	51.45	54.14	49.35	45.14	58.46	57.41	52.61	38.98
356	51.40	53.80	49.18	45.15	58.25	57.07	52.48	39.04
357	51.34	53.47	49.01	45.16	58.03	56.75	52.34	39.08
358	51.27	53.16	48.84	45.16	57.81	56.45	52.18	39.13
359	51.19	52.86	48.67	45.15	57.59	56.16	52.01	39.18
360	51.10	52.59	48.51	45.13	57.36	55.90	51.82	39.23
361	51.01	52.33	48.34	45.10	57.13	55.64	51.63	39.28
362	50.91	52.08	48.19	45.08	56.91	55.39	51.44	39.33
363	50.81	51.85	48.04	45.05	56.68	55.17	51.23	39.38
